Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

08:02:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:03:28 AM     all      6.32      0.00      6.23      0.06      0.00     87.38
08:04:28 AM     all      7.26      0.00      5.98      0.00      0.00     86.75
08:05:28 AM     all      6.46      0.00      7.17      0.01      0.00     86.36
08:06:28 AM     all      7.00      0.00      6.17      0.01      0.00     86.83
08:07:28 AM     all      5.69      0.00      1.90      0.00      0.00     92.41
08:08:28 AM     all      5.56      0.00      0.77      0.00      0.00     93.67
08:09:28 AM     all      4.75      0.00      1.60      0.00      0.00     93.65
08:10:28 AM     all      5.68      0.00      0.63      0.00      0.00     93.69
08:11:28 AM     all      4.86      0.00      1.48      0.00      0.00     93.65
08:12:28 AM     all      5.26      0.00      1.06      0.00      0.00     93.68
08:13:28 AM     all      4.60      0.00      1.76      0.00      0.00     93.63
