# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416293558;sda;163.52;3.07;39487.95;241.50;6.94;42.46;0.31;5.01
axle;60;1416293618;sda;3.48;0.00;593.07;170.32;0.01;3.49;0.27;0.09
axle;61;1416293678;sda;4.17;0.00;822.55;197.22;0.03;6.02;0.27;0.11
axle;60;1416293738;sda;3.77;0.00;722.65;191.47;0.02;6.23;0.34;0.13
axle;60;1416293798;sda;1.05;0.00;63.84;60.70;0.00;0.25;0.06;0.01
axle;60;1416293858;sda;1.65;0.00;241.22;145.78;0.00;0.81;0.16;0.03
axle;60;1416293918;sda;1.47;0.00;218.84;149.18;0.00;0.82;0.18;0.03
axle;60;1416293978;sda;1.07;0.00;133.76;125.38;0.00;0.31;0.06;0.01
axle;60;1416294038;sda;1.18;3.33;101.22;88.34;0.00;0.00;0.00;0.00
axle;60;1416294098;sda;0.87;0.00;62.39;72.00;0.00;0.00;0.00;0.00
