# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1416294973;-55505.75;0.84;35285.82
axle;60;1416295033;6220.29;0.32;152.44
axle;60;1416295093;322.23;0.25;1639.51
axle;60;1416295153;520.59;0.28;-1397.84
axle;60;1416295213;1055.27;0.25;75.74
axle;60;1416295273;623.67;0.35;125.87
axle;60;1416295333;-2906.80;-8.03;-4240.54
axle;60;1416295393;11529.83;0.32;836.20
axle;60;1416295453;-6473.11;0.28;-661.44
axle;60;1416295513;-5953.58;0.27;5707.82
axle;60;1416295573;6538.28;-443.08;-10049.31
