# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416294973;2781728;261742696;98.95;417288;53536476;212263404;77.78
axle;60;1416295033;4265392;260259032;98.39;417364;53572836;210766308;77.23
axle;60;1416295093;4342380;260182044;98.36;417424;53964548;210313016;77.06
axle;60;1416295153;4466968;260057456;98.31;417492;53630016;210600544;77.17
axle;60;1416295213;4719052;259805372;98.22;417552;53648108;210251836;77.04
axle;60;1416295273;4867860;259656564;98.16;417636;53678140;210139104;77.00
axle;60;1416295333;4173252;260351172;98.42;415716;52664820;211869664;77.63
axle;60;1416295393;6939488;257584936;97.38;415792;52865440;208796220;76.51
axle;60;1416295453;5388532;259135892;97.96;415860;52706960;210489256;77.13
axle;60;1416295513;3963008;260561416;98.50;415924;54073640;210539376;77.15
axle;60;1416295573;5526704;258997720;97.91;309956;51670248;211545912;77.51
